word,final,weight,page,sentence,evidence,question
20,True,-0.00,Teutonic Order,4,"{'confidence': -1.378059125e-07, 'final': True}",23
20,True,-0.00,Teutonic Order,4,"{'confidence': -1.378059125e-07, 'final': True}",23
5,False,-0.04,Bosporan Kingdom,0,"{'confidence': -0.03595787501506, 'final': False}",24
11,False,-0.03,Hittites,0,"{'confidence': -0.02713344700263333, 'final': False}",24
15,False,-0.11,List of fictional countries,0,"{'confidence': -0.11079191562349999, 'final': False}",24
18,False,-0.28,Kingdom of Siam,0,"{'confidence': -0.2828324986964, 'final': False}",24
8,False,-0.21,Kingdom of Kandy,1,"{'confidence': -0.2142078250086, 'final': False}",24
13,False,-0.27,Kingdom of Kandy,1,"{'confidence': -0.2665046542008, 'final': False}",24
18,False,-0.34,Kingdom of Rama,1,"{'confidence': -0.34251398164557995, 'final': False}",24
6,False,-0.25,Kingdom of England,2,"{'confidence': -0.25489212343102496, 'final': False}",24
13,False,-0.15,Kingdom of England,2,"{'confidence': -0.1511982538978125, 'final': False}",24
19,False,-0.37,Kingdom of Scotland,2,"{'confidence': -0.368055325014575, 'final': False}",24
21,False,-0.05,Kingdom of Poland (1385–1569),2,"{'confidence': -0.051560819521293634, 'final': False}",24
6,False,-0.07,Kingdom of Poland,3,"{'confidence': -0.067675845357245, 'final': False}",24
12,True,-0.00,Kingdom of Hungary,3,"{'confidence': -8.657073012499999e-06, 'final': True}",24
18,True,-0.00,Kingdom of Hungary,3,"{'confidence': -3.7185915825e-05, 'final': True}",24
23,True,-0.00,Kingdom of Hungary,3,"{'confidence': -0.0001281387746625, 'final': True}",24
24,True,-0.00,Kingdom of Hungary,3,"{'confidence': -0.00021754155146249998, 'final': True}",24
7,True,-0.00,Kingdom of Hungary,4,"{'confidence': -5.1339513787499996e-05, 'final': True}",24
13,True,-0.00,Kingdom of Hungary,4,"{'confidence': -0.0002571689625, 'final': True}",24
20,True,-0.00,Kingdom of Hungary,4,"{'confidence': -4.7107783162499995e-05, 'final': True}",24
21,True,-0.00,Kingdom of Hungary,4,"{'confidence': -2.61614081625e-05, 'final': True}",24
21,True,-0.00,Kingdom of Hungary,4,"{'confidence': -2.61614081625e-05, 'final': True}",24
8,False,-0.01,Roosevelt family,0,"{'confidence': -0.008195661255, 'final': False}",25
14,False,-0.08,Hagia Sophia,0,"{'confidence': -0.07526417785774998, 'final': False}",25
20,False,-0.32,Colonna family,0,"{'confidence': -0.3236892750989333, 'final': False}",25
27,False,-0.55,Colonna family,0,"{'confidence': -0.5510205520310666, 'final': False}",25
31,False,-0.14,House of Soissons,0,"{'confidence': -0.14421792254686, 'final': False}",25
7,False,-0.21,House of Colonna,1,"{'confidence': -0.2084360371605, 'final': False}",25
14,False,-0.03,House of Valois,1,"{'confidence': -0.025442623714149997, 'final': False}",25
20,True,-0.00,House of Valois,1,"{'confidence': -0.00045766734767500004, 'final': True}",25
28,False,-0.01,House of Valois,1,"{'confidence': -0.0051186756111, 'final': False}",25
6,False,-0.18,House of Valois,2,"{'confidence': -0.17907961073825002, 'final': False}",25
13,False,-0.14,House of Guise,2,"{'confidence': -0.1419430714346625, 'final': False}",25
19,False,-0.06,House of Medici,2,"{'confidence': -0.064357219731, 'final': False}",25
26,False,-0.09,House of Medici,2,"{'confidence': -0.08790513728055001, 'final': False}",25
28,False,-0.10,House of Medici,2,"{'confidence': -0.100734781538475, 'final': False}",25
7,False,-0.01,House of Medici,3,"{'confidence': -0.007142166373825, 'final': False}",25
12,True,-0.00,House of Medici,3,"{'confidence': -0.002038042083825, 'final': True}",25
18,True,-0.00,House of Medici,3,"{'confidence': -0.0018351183012324998, 'final': True}",25
22,True,-0.00,House of Medici,3,"{'confidence': -1.0534530077500002e-05, 'final': True}",25
22,True,-0.00,House of Medici,3,"{'confidence': -1.0534530077500002e-05, 'final': True}",25
7,False,-0.04,House of Windsor,0,"{'confidence': -0.03862774379666666, 'final': False}",26
14,False,-0.12,House of Habsburg,0,"{'confidence': -0.12465573072986, 'final': False}",26
20,False,-0.27,House of Habsburg,0,"{'confidence': -0.26740819333992, 'final': False}",26
26,False,-0.01,House of Romanov,0,"{'confidence': -0.00607812129845, 'final': False}",26
32,False,-0.00,House of Romanov,0,"{'confidence': -0.0030913299965, 'final': False}",26
7,True,-0.00,House of Romanov,1,"{'confidence': -0.00107804206525, 'final': True}",26
14,False,-0.01,House of Romanov,1,"{'confidence': -0.01125093272285, 'final': False}",26
20,False,-0.24,House of Romanov,1,"{'confidence': -0.2441313481491, 'final': False}",26
25,False,-0.05,House of Bourbon,1,"{'confidence': -0.054027546042500006, 'final': False}",26
7,False,-0.07,House of Bourbon,2,"{'confidence': -0.06551272601193332, 'final': False}",26
13,False,-0.03,House of Bourbon,2,"{'confidence': -0.02707204211688333, 'final': False}",26
20,False,-0.09,House of Bourbon,2,"{'confidence': -0.08793076138633332, 'final': False}",26
25,False,-0.10,House of Bourbon,2,"{'confidence': -0.10087529378006665, 'final': False}",26
27,False,-0.19,House of Bourbon,2,"{'confidence': -0.18578994546016667, 'final': False}",26
9,False,-0.17,House of Vasa,3,"{'confidence': -0.1712966475145875, 'final': False}",26
15,False,-0.01,House of Vasa,3,"{'confidence': -0.0051417699728324995, 'final': False}",26
17,True,-0.00,House of Vasa,3,"{'confidence': -5.1517632375e-06, 'final': True}",26
6,True,-0.00,House of Vasa,4,"{'confidence': -7.22625575e-07, 'final': True}",26
10,True,-0.00,House of Vasa,4,"{'confidence': -3.6501458750000003e-07, 'final': True}",26
10,True,-0.00,House of Vasa,4,"{'confidence': -3.6501458750000003e-07, 'final': True}",26
7,False,-0.17,Ethnic groups in Madagascar,0,"{'confidence': -0.17106009219206, 'final': False}",27
13,False,-0.47,Turkic peoples,0,"{'confidence': -0.472019925465, 'final': False}",27
18,False,-0.02,Shqiptaret,0,"{'confidence': -0.02279854911635, 'final': False}",27
24,False,-0.11,Ethnic groups in Egypt,0,"{'confidence': -0.11079741397999998, 'final': False}",27
25,False,-0.09,Turkic peoples,0,"{'confidence': -0.086705018035, 'final': False}",27
5,False,-0.20,Turkic peoples,1,"{'confidence': -0.19694491202350004, 'final': False}",27
8,False,-0.28,Turkic peoples,2,"{'confidence': -0.280460349675, 'final': False}",27
14,False,-0.58,Turks,2,"{'confidence': -0.5751382, 'final': False}",27
22,False,-0.05,Kazakhs,2,"{'confidence': -0.054874409750000006, 'final': False}",27
24,False,-0.00,Kazakhs,2,"{'confidence': -0.003503632465, 'final': False}",27
7,False,-0.01,Kazakhs,3,"{'confidence': -0.0080925982775, 'final': False}",27
15,False,-0.01,Kazakhs,3,"{'confidence': -0.0051108372625, 'final': False}",27
20,False,-0.03,Kazakhs,3,"{'confidence': -0.0309121450875, 'final': False}",27
23,False,-0.05,Cossacks,3,"{'confidence': -0.04684933636933333, 'final': False}",27
5,True,-0.00,Cossacks,4,"{'confidence': -3.3873086333333333e-06, 'final': True}",27
12,True,-0.00,Cossacks,4,"{'confidence': -2.9104939333333335e-06, 'final': True}",27
14,True,-0.00,Cossacks,4,"{'confidence': -6.270733266666667e-05, 'final': True}",27
7,True,-0.00,Cossacks,5,"{'confidence': -1.6389882166666667e-06, 'final': True}",27
13,True,-0.00,Cossacks,5,"{'confidence': -2.7912904333333335e-06, 'final': True}",27
20,True,-0.00,Cossacks,5,"{'confidence': -1.6389881100000002e-06, 'final': True}",27
20,True,-0.00,Cossacks,5,"{'confidence': -1.6389881100000002e-06, 'final': True}",27
7,False,-0.46,War,0,"{'confidence': -0.45774835, 'final': False}",28
13,False,-0.28,War of 1812,0,"{'confidence': -0.27853162394546, 'final': False}",28
18,False,-0.54,American Revolutionary War,0,"{'confidence': -0.5428655066666667, 'final': False}",28
25,False,-0.30,Trojan War,0,"{'confidence': -0.3004252392231, 'final': False}",28
32,False,-0.58,Trojan War,0,"{'confidence': -0.5787009429698167, 'final': False}",28
37,False,-0.25,Siege of Yorktown,0,"{'confidence': -0.24854290700339599, 'final': False}",28
7,False,-0.11,Peninsular War,1,"{'confidence': -0.1132359915306625, 'final': False}",28
15,True,-0.00,Peninsular War,1,"{'confidence': -0.0016525621118225, 'final': True}",28
20,True,-0.00,Peninsular War,1,"{'confidence': -1.56118846625e-05, 'final': True}",28
6,True,-0.00,Peninsular War,2,"{'confidence': -5.390170825e-06, 'final': True}",28
12,True,-0.00,Peninsular War,2,"{'confidence': -1.9146621625e-06, 'final': True}",28
17,True,-0.00,Peninsular War,2,"{'confidence': -7.040233e-07, 'final': True}",28
18,True,-0.00,Peninsular War,2,"{'confidence': -9.014310375e-07, 'final': True}",28
7,True,-0.00,Peninsular War,3,"{'confidence': -3.054127625e-07, 'final': True}",28
13,True,-0.00,Peninsular War,3,"{'confidence': -9.6806325e-08, 'final': True}",28
15,True,-0.00,Peninsular War,3,"{'confidence': -1.750104075e-07, 'final': True}",28
8,True,-0.00,Peninsular War,4,"{'confidence': -3.948155e-07, 'final': True}",28
14,True,-0.00,Peninsular War,4,"{'confidence': -1.86209075e-07, 'final': True}",28
18,True,-0.00,Peninsular War,4,"{'confidence': -2.1600999500000002e-07, 'final': True}",28
18,True,-0.00,Peninsular War,4,"{'confidence': -2.1600999500000002e-07, 'final': True}",28
8,False,-0.41,Mining,0,"{'confidence': -0.4080204, 'final': False}",29
14,False,-0.14,Steel industry,0,"{'confidence': -0.142690598, 'final': False}",29
7,False,-0.17,Shipbuilding,1,"{'confidence': -0.17389775899999999, 'final': False}",29
11,False,-0.36,Shipbuilding,1,"{'confidence': -0.361184415, 'final': False}",29
18,False,-0.12,Oil industry,1,"{'confidence': -0.116079218865, 'final': False}",29
23,False,-0.07,Oil industry,1,"{'confidence': -0.07187462723499999, 'final': False}",29
29,False,-0.00,Oil industry,1,"{'confidence': -0.00462338011, 'final': False}",29
35,False,-0.06,Oil industry,1,"{'confidence': -0.06455010564, 'final': False}",29
38,False,-0.18,Oil industry,1,"{'confidence': -0.18118698885, 'final': False}",29
6,False,-0.17,Oil industry,2,"{'confidence': -0.17188620265, 'final': False}",29
14,False,-0.01,Oil industry,2,"{'confidence': -0.008473345367, 'final': False}",29
19,False,-0.01,Oil industry,2,"{'confidence': -0.0122316331715, 'final': False}",29
23,False,-0.04,Petroleum industry,2,"{'confidence': -0.03737996507455, 'final': False}",29
6,False,-0.17,Oil industry,3,"{'confidence': -0.17249131423, 'final': False}",29
11,False,-0.00,Oil industry,3,"{'confidence': -0.0044664013955, 'final': False}",29
17,False,-0.04,Oil industry,3,"{'confidence': -0.037497362050000003, 'final': False}",29
19,False,-0.25,Oil industry,3,"{'confidence': -0.24796119727899998, 'final': False}",29
19,False,-0.25,Oil industry,3,"{'confidence': -0.24796119727899998, 'final': False}",29
7,False,-0.04,List of Antarctic expeditions,0,"{'confidence': -0.036771269552339995, 'final': False}",30
14,False,-0.04,List of Antarctic expeditions,0,"{'confidence': -0.04475482878484, 'final': False}",30
21,False,-0.03,Australia,0,"{'confidence': -0.03414594, 'final': False}",30
26,True,-0.00,Norway,0,"{'confidence': -0.001188053925, 'final': True}",30
7,True,-0.00,Norway,1,"{'confidence': -5.2941235e-05, 'final': True}",30
13,True,-0.00,Norway,1,"{'confidence': -2.1709874000000003e-05, 'final': True}",30
16,False,-0.17,Norway,1,"{'confidence': -0.1694204446005, 'final': False}",30
7,False,-0.01,Norway,2,"{'confidence': -0.0057963343955, 'final': False}",30
13,True,-0.00,Norway,2,"{'confidence': -0.00041427229750000004, 'final': True}",30
18,True,-0.00,Norway,2,"{'confidence': -6.83781095e-05, 'final': True}",30
24,True,-0.00,Norway,2,"{'confidence': -0.000685297616, 'final': True}",30
29,False,-0.02,Belgium,2,"{'confidence': -0.016813090259499997, 'final': False}",30
5,True,-0.00,Belgium,3,"{'confidence': -0.002232276813, 'final': True}",30
11,True,-0.00,Belgium,3,"{'confidence': -0.0001168270625, 'final': True}",30
17,True,-0.00,Belgium,3,"{'confidence': -2.46303635e-05, 'final': True}",30
6,True,-0.00,Belgium,4,"{'confidence': -6.6902123e-06, 'final': True}",30
11,True,-0.00,Belgium,4,"{'confidence': -4.84255545e-06, 'final': True}",30
15,True,-0.00,Belgium,4,"{'confidence': -7.89631025e-07, 'final': True}",30
15,True,-0.00,Belgium,4,"{'confidence': -7.89631025e-07, 'final': True}",30
7,False,-0.37,List of poets,0,"{'confidence': -0.3662775128233333, 'final': False}",31
13,False,-0.60,John Keats,0,"{'confidence': -0.597182329703, 'final': False}",31
18,False,-0.09,John Updike,0,"{'confidence': -0.08648936625, 'final': False}",31
24,False,-0.04,W. H. Auden,0,"{'confidence': -0.04402032760710001, 'final': False}",31
25,False,-0.05,George Sylvester Viereck,0,"{'confidence': -0.04619534384333334, 'final': False}",31
8,False,-0.01,George Sylvester Viereck,1,"{'confidence': -0.005369718076666668, 'final': False}",31
14,False,-0.17,Aleister Crowley,1,"{'confidence': -0.17367499220421667, 'final': False}",31
20,True,-0.00,Nikola Tesla,1,"{'confidence': -5.151763375e-06, 'final': True}",31
23,True,-0.00,Nikola Tesla,1,"{'confidence': -5.043758375e-06, 'final': True}",31
6,True,-0.00,Nikola Tesla,2,"{'confidence': -5.438200625e-07, 'final': True}",31
11,True,-0.00,Nikola Tesla,2,"{'confidence': -6.3322285e-07, 'final': True}",31
17,True,-0.00,Nikola Tesla,2,"{'confidence': -5.73621e-07, 'final': True}",31
20,True,-0.00,Nikola Tesla,2,"{'confidence': -3.054127375e-07, 'final': True}",31
8,True,-0.00,Nikola Tesla,3,"{'confidence': -2.1600999500000002e-07, 'final': True}",31
12,True,-0.00,Nikola Tesla,3,"{'confidence': -3.9481548499999996e-07, 'final': True}",31
17,True,-0.00,Nikola Tesla,3,"{'confidence': -9.498342075e-07, 'final': True}",31
23,True,-0.00,Nikola Tesla,3,"{'confidence': -9.2003332e-07, 'final': True}",31
24,True,-0.00,Nikola Tesla,3,"{'confidence': -3.423310325e-06, 'final': True}",31
24,True,-0.00,Nikola Tesla,3,"{'confidence': -3.423310325e-06, 'final': True}",31
6,False,-0.27,List of terrorist incidents,0,"{'confidence': -0.2727095294325, 'final': False}",32
13,False,-0.31,Pun,0,"{'confidence': -0.3118404475, 'final': False}",32
17,False,-0.49,Roman Curia,0,"{'confidence': -0.4928368976054433, 'final': False}",32
23,False,-0.16,Congregation for the Doctrine of the Faith,0,"{'confidence': -0.1618010013452437, 'final': False}",32
25,True,-0.00,Nazi Party,0,"{'confidence': -7.867817666666667e-05, 'final': True}",32
7,True,-0.00,Nazi Party,1,"{'confidence': -0.00044735075266666663, 'final': True}",32
12,True,-0.00,Nazi Party,1,"{'confidence': -0.00011192622286666666, 'final': True}",32
18,False,-0.10,Nazi Party,1,"{'confidence': -0.0963675702738, 'final': False}",32
21,False,-0.04,Nazi Party,1,"{'confidence': -0.040058145005, 'final': False}",32
7,True,-0.00,Nazi Party,2,"{'confidence': -0.00023849667349999998, 'final': True}",32
14,True,-0.00,Nazi Party,2,"{'confidence': -0.002799535658666667, 'final': True}",32
20,True,-0.00,Nazi Party,2,"{'confidence': -0.0012590862974666667, 'final': True}",32
25,True,-0.00,Nazi Party,2,"{'confidence': -0.00021907749893333335, 'final': True}",32
6,True,-0.00,Nazi Party,3,"{'confidence': -0.00010513406199999998, 'final': True}",32
12,True,-0.00,Nazi Party,3,"{'confidence': -0.00016801307366666669, 'final': True}",32
16,True,-0.00,Nazi Party,3,"{'confidence': -7.741033999999999e-05, 'final': True}",32
7,True,-0.00,Nazi Party,4,"{'confidence': -1.6579181100000002e-05, 'final': True}",32
11,True,-0.00,Nazi Party,4,"{'confidence': -1.4400666666666668e-07, 'final': True}",32
11,True,-0.00,Nazi Party,4,"{'confidence': -1.4400666666666668e-07, 'final': True}",32
8,False,-0.38,Isle of Wight Men's Conferences,0,"{'confidence': -0.3774532189483166, 'final': False}",33
13,False,-0.11,Peasants' Revolt,0,"{'confidence': -0.10552635037918333, 'final': False}",33
18,False,-0.02,Peasants' Revolt,0,"{'confidence': -0.016732262484816667, 'final': False}",33
23,False,-0.13,Poll Tax Riots,0,"{'confidence': -0.131322449325, 'final': False}",33
26,False,-0.10,Revolution in the Kingdom of Hawaii,0,"{'confidence': -0.10192403776861428, 'final': False}",33
8,True,-0.00,Jamaica,1,"{'confidence': -0.0020916055999999996, 'final': True}",33
14,True,-0.00,Jamaica,1,"{'confidence': -0.0013957678426666667, 'final': True}",33
22,False,-0.00,Jamaica,1,"{'confidence': -0.004481564833333333, 'final': False}",33
6,False,-0.01,Jamaica,2,"{'confidence': -0.008719040333333332, 'final': False}",33
13,True,-0.00,Jamaica,2,"{'confidence': -2.1555374666666667e-06, 'final': True}",33
18,True,-0.00,Jamaica,2,"{'confidence': -2.3532728e-05, 'final': True}",33
24,True,-0.00,Jamaica,2,"{'confidence': -4.062795833333334e-06, 'final': True}",33
25,True,-0.00,Jamaica,2,"{'confidence': -1.9171301e-06, 'final': True}",33
8,True,-0.00,Jamaica,3,"{'confidence': -2.2747411333333333e-06, 'final': True}",33
13,True,-0.00,Jamaica,3,"{'confidence': -6.7042732e-07, 'final': True}",33
16,True,-0.00,Jamaica,3,"{'confidence': -9.088346833333334e-07, 'final': True}",33
7,True,-0.00,Jamaica,4,"{'confidence': -3.2774788333333336e-07, 'final': True}",33
15,True,-0.00,Jamaica,4,"{'confidence': -3.5255087666666667e-07, 'final': True}",33
15,True,-0.00,Jamaica,4,"{'confidence': -3.5255087666666667e-07, 'final': True}",33
7,False,-0.05,Culture of Greece,0,"{'confidence': -0.047454417512333334, 'final': False}",34
12,False,-0.08,Peru,0,"{'confidence': -0.08058217008325, 'final': False}",34
19,False,-0.49,Ancient Peru,0,"{'confidence': -0.4906099106733333, 'final': False}",34
23,False,-0.40,Peru,0,"{'confidence': -0.39818478261, 'final': False}",34
7,False,-0.04,Peru,1,"{'confidence': -0.038244781500000005, 'final': False}",34
11,False,-0.01,Peru,1,"{'confidence': -0.01051638485, 'final': False}",34
17,False,-0.02,Peru,1,"{'confidence': -0.02491069625, 'final': False}",34
21,False,-0.02,Peru,1,"{'confidence': -0.01826811837, 'final': False}",34
25,False,-0.06,Peru,1,"{'confidence': -0.064339873585, 'final': False}",34
7,True,-0.00,Peru,2,"{'confidence': -0.000325087785, 'final': True}",34
13,True,-0.00,Peru,2,"{'confidence': -0.000584718885, 'final': True}",34
18,True,-0.00,Peru,2,"{'confidence': -0.00039199497000000003, 'final': True}",34
23,True,-0.00,Peru,2,"{'confidence': -0.0001234410285, 'final': True}",34
30,True,-0.00,Peru,2,"{'confidence': -0.000108484645, 'final': True}",34
8,True,-0.00,Peru,3,"{'confidence': -7.6438414e-06, 'final': True}",34
13,True,-0.00,Peru,3,"{'confidence': -1.4378848825e-05, 'final': True}",34
20,True,-0.00,Peru,3,"{'confidence': -2.71928685e-06, 'final': True}",34
20,True,-0.00,Peru,3,"{'confidence': -2.71928685e-06, 'final': True}",34
6,False,-0.11,Colombia,0,"{'confidence': -0.11438983149333333, 'final': False}",35
12,False,-0.14,List of guerrilla movements,0,"{'confidence': -0.1412023852319, 'final': False}",35
18,False,-0.22,Colombia,0,"{'confidence': -0.2185795517079667, 'final': False}",35
24,False,-0.01,Peru,0,"{'confidence': -0.012751153696999999, 'final': False}",35
31,False,-0.26,Chile,0,"{'confidence': -0.263319825045, 'final': False}",35
36,False,-0.02,Uruguay,0,"{'confidence': -0.02208662381, 'final': False}",35
37,True,-0.00,Uruguay,0,"{'confidence': -0.001024388095, 'final': True}",35
6,False,-0.03,Uruguay,1,"{'confidence': -0.028579523348, 'final': False}",35
13,False,-0.18,Chile,1,"{'confidence': -0.17856740441732, 'final': False}",35
7,False,-0.07,Chile,2,"{'confidence': -0.068118185611825, 'final': False}",35
14,False,-0.04,Paraguay,2,"{'confidence': -0.0407641826393, 'final': False}",35
20,False,-0.27,Paraguay,2,"{'confidence': -0.27172512441732, 'final': False}",35
24,False,-0.12,Paraguay,2,"{'confidence': -0.119311826676, 'final': False}",35
30,False,-0.15,Uruguay,2,"{'confidence': -0.15372447453000002, 'final': False}",35
7,False,-0.04,Brazil,3,"{'confidence': -0.042941406, 'final': False}",35
12,False,-0.02,Uruguay,3,"{'confidence': -0.015623199829999998, 'final': False}",35
19,False,-0.06,Uruguay,3,"{'confidence': -0.061052489471999996, 'final': False}",35
25,True,-0.00,Uruguay,3,"{'confidence': -4.888831035e-05, 'final': True}",35
25,True,-0.00,Uruguay,3,"{'confidence': -4.888831035e-05, 'final': True}",35
4,False,-0.00,Alberto Santos-Dumont,0,"{'confidence': -0.00206230909539, 'final': False}",36
11,False,-0.04,Coffee production in Brazil,0,"{'confidence': -0.042969645815485, 'final': False}",36
16,True,-0.00,Coffee,0,"{'confidence': -4.723352e-06, 'final': True}",36
21,True,-0.00,Coffee production in Brazil,0,"{'confidence': -0.0001881215925, 'final': True}",36
22,True,-0.00,Coffee production in Brazil,0,"{'confidence': -5.73285813e-05, 'final': True}",36
6,True,-0.00,Coffee production in Brazil,1,"{'confidence': -0.0007170234659749999, 'final': True}",36
12,True,-0.00,Coffee production in Brazil,1,"{'confidence': -0.000130491206325, 'final': True}",36
18,True,-0.00,Coffee production in Brazil,1,"{'confidence': -4.71594825e-06, 'final': True}",36
22,True,-0.00,Coffee production in Brazil,1,"{'confidence': -6.5561162325e-05, 'final': True}",36
7,True,-0.00,Coffee production in Brazil,2,"{'confidence': -6.980818075000001e-06, 'final': True}",36
13,True,-0.00,Coffee production in Brazil,2,"{'confidence': -0.000109879974825, 'final': True}",36
20,True,-0.00,Coffee production in Brazil,2,"{'confidence': -6.084508955e-05, 'final': True}",36
26,False,-0.05,Coffee production in Brazil,2,"{'confidence': -0.0514136266489, 'final': False}",36
8,True,-0.00,Coffee production in Brazil,3,"{'confidence': -0.0008862227400824999, 'final': True}",36
13,False,-0.00,Coffee production in Brazil,3,"{'confidence': -0.0039970513704125, 'final': False}",36
16,True,-0.00,Coffee,3,"{'confidence': -2.577686e-06, 'final': True}",36
8,True,-0.00,Coffee,4,"{'confidence': -1.504853e-06, 'final': True}",36
12,True,-0.00,Coffee,4,"{'confidence': -7.89631e-07, 'final': True}",36
17,True,-0.00,Coffee,4,"{'confidence': -1.0280384e-06, 'final': True}",36
17,True,-0.00,Coffee,4,"{'confidence': -1.0280384e-06, 'final': True}",36
7,False,-0.59,Han Chinese,0,"{'confidence': -0.588565053105, 'final': False}",37
12,False,-0.09,Shqiptaret,0,"{'confidence': -0.09007575023600001, 'final': False}",37
18,False,-0.54,Ancient Egyptians,0,"{'confidence': -0.5384752733333333, 'final': False}",37
24,False,-0.33,List of ethnic groups in China,0,"{'confidence': -0.32730046726033335, 'final': False}",37
32,False,-0.51,List of Chinese monarchs,0,"{'confidence': -0.5074326170329201, 'final': False}",37
34,False,-0.86,Zhou dynasty,0,"{'confidence': -0.8609732533333334, 'final': False}",37
8,False,-0.17,Han Chinese,1,"{'confidence': -0.17104959758500002, 'final': False}",37
13,True,-0.00,Mongols,1,"{'confidence': -0.000107675841, 'final': True}",37
19,True,-0.00,Mongols,1,"{'confidence': -0.0003476699007333333, 'final': True}",37
26,True,-0.00,Mongols,1,"{'confidence': -0.00013773263421333333, 'final': True}",37
30,True,-0.00,Mongols,1,"{'confidence': -0.000125021256, 'final': True}",37
7,True,-0.00,Mongols,2,"{'confidence': -8.036251216666666e-06, 'final': True}",37
13,True,-0.00,Mongols,2,"{'confidence': -1.5546081766666666e-05, 'final': True}",37
18,True,-0.00,Mongols,2,"{'confidence': -2.4049277e-05, 'final': True}",37
22,True,-0.00,Mongols,2,"{'confidence': -1.2407052e-05, 'final': True}",37
7,True,-0.00,Mongols,3,"{'confidence': -5.3768278e-05, 'final': True}",37
12,True,-0.00,Mongols,3,"{'confidence': -9.307757333333333e-06, 'final': True}",37
17,True,-0.00,Mongols,3,"{'confidence': -4.4909917666666675e-05, 'final': True}",37
18,True,-0.00,Mongols,3,"{'confidence': -1.1771299333333334e-05, 'final': True}",37
18,True,-0.00,Mongols,3,"{'confidence': -1.1771299333333334e-05, 'final': True}",37
6,False,-0.00,Leon Trotsky,0,"{'confidence': -0.0010090861100000002, 'final': False}",38
12,False,-0.13,Anti-Apartheid Movement,0,"{'confidence': -0.1331425789482, 'final': False}",38
20,False,-0.12,Anti-Apartheid Movement,0,"{'confidence': -0.12345470711147999, 'final': False}",38
29,False,-0.04,Anti-Apartheid Movement,0,"{'confidence': -0.035134345981890004, 'final': False}",38
7,False,-0.15,Anti-Apartheid movement,1,"{'confidence': -0.14512846302996002, 'final': False}",38
13,False,-0.13,Anti-Apartheid Movement,1,"{'confidence': -0.13051726241858, 'final': False}",38
18,False,-0.02,Black Consciousness Movement,1,"{'confidence': -0.022415944656824997, 'final': False}",38
25,False,-0.38,Anti-Apartheid Movement,1,"{'confidence': -0.3778616514478, 'final': False}",38
28,False,-0.03,Sullivan Principles,1,"{'confidence': -0.029851896666666666, 'final': False}",38
8,False,-0.05,Anti-Apartheid Movement,2,"{'confidence': -0.04628210983274, 'final': False}",38
13,False,-0.05,Anti-Apartheid Movement,2,"{'confidence': -0.05104531149614, 'final': False}",38
18,False,-0.10,Apartheid,2,"{'confidence': -0.10411140444509999, 'final': False}",38
26,False,-0.13,Anti-Apartheid Movement,2,"{'confidence': -0.12943824660000003, 'final': False}",38
27,False,-0.15,Anti-Apartheid Movement,2,"{'confidence': -0.15288926755819998, 'final': False}",38
7,False,-0.01,Apartheid,3,"{'confidence': -0.00878046750685, 'final': False}",38
13,True,-0.00,Apartheid,3,"{'confidence': -0.00013146828690000002, 'final': True}",38
19,True,-0.00,Apartheid,3,"{'confidence': -4.3675699866666666e-05, 'final': True}",38
20,False,-0.00,Apartheid,3,"{'confidence': -0.0035387322286666665, 'final': False}",38
20,False,-0.00,Apartheid,3,"{'confidence': -0.0035387322286666665, 'final': False}",38
7,False,-0.00,Richard Nixon,0,"{'confidence': -0.00033900203, 'final': False}",39
13,False,-0.01,Richard Nixon,0,"{'confidence': -0.01328115941732, 'final': False}",39
19,False,-0.07,Dwight D. Eisenhower,0,"{'confidence': -0.07051008498470834, 'final': False}",39
24,False,-0.07,Dwight D. Eisenhower,0,"{'confidence': -0.07132262642372168, 'final': False}",39
27,False,-0.06,Dwight D. Eisenhower,0,"{'confidence': -0.05546535742979667, 'final': False}",39
6,False,-0.00,Dwight D. Eisenhower,1,"{'confidence': -0.0038822054652183327, 'final': False}",39
13,False,-0.11,John F. Kennedy,1,"{'confidence': -0.10636191340533249, 'final': False}",39
20,True,-0.00,Kwame Nkrumah,1,"{'confidence': -5.921185152857143e-05, 'final': True}",39
24,True,-0.00,Gamal Abdel Nasser,1,"{'confidence': -0.00056396345428, 'final': True}",39
5,False,-0.09,Gamal Abdel Nasser,2,"{'confidence': -0.08639879553720001, 'final': False}",39
10,True,-0.00,Kwame Nkrumah,2,"{'confidence': -6.555668428571428e-07, 'final': True}",39
17,True,-0.00,Kwame Nkrumah,2,"{'confidence': -4.6401619285714287e-07, 'final': True}",39
20,True,-0.00,Kwame Nkrumah,2,"{'confidence': -1.787521785714286e-07, 'final': True}",39
5,True,-0.00,Kwame Nkrumah,3,"{'confidence': -4.852758785714286e-07, 'final': True}",39
12,True,-0.00,Kwame Nkrumah,3,"{'confidence': -4.618475571428572e-07, 'final': True}",39
13,True,-0.00,Kwame Nkrumah,3,"{'confidence': -1.272844911428571e-06, 'final': True}",39
6,True,-0.00,Kwame Nkrumah,4,"{'confidence': -6.215086471428571e-07, 'final': True}",39
12,True,-0.00,Kwame Nkrumah,4,"{'confidence': -8.364876214285715e-07, 'final': True}",39
14,True,-0.00,Kwame Nkrumah,4,"{'confidence': -1.638917142857143e-07, 'final': True}",39
14,True,-0.00,Kwame Nkrumah,4,"{'confidence': -1.638917142857143e-07, 'final': True}",39
