sentence,word,weight,final,question,page,evidence
3,16,-0.00,True,94,Alkene,"{'confidence': -6.670344766666668e-06, 'final': True}"
3,19,-0.00,True,94,Alkene,"{'confidence': -7.101618766666667e-07, 'final': True}"
4,6,-0.00,True,94,Alkene,"{'confidence': -1.1001411316666665e-05, 'final': True}"
4,13,-0.00,True,94,Alkene,"{'confidence': -8.691001000000001e-07, 'final': True}"
4,17,-0.00,True,94,Alkene,"{'confidence': -1.4253838666666669e-06, 'final': True}"
4,17,-0.00,True,94,Alkene,"{'confidence': -1.4253838666666669e-06, 'final': True}"
0,7,-0.15,False,95,Charge state,"{'confidence': -0.149608505, 'final': False}"
0,12,-0.01,False,95,Oxidation State,"{'confidence': -0.010450277591799999, 'final': False}"
0,20,-0.01,False,95,Oxidation State,"{'confidence': -0.0088615820313, 'final': False}"
0,25,-0.13,False,95,Oxidation State,"{'confidence': -0.13267525592786, 'final': False}"
0,26,-0.00,True,95,Oxidation State,"{'confidence': -0.00048186882512999996, 'final': True}"
1,6,-0.00,True,95,Oxidation State,"{'confidence': -0.0016544078272999999, 'final': True}"
2,6,-0.01,False,95,Oxidation State,"{'confidence': -0.010057353648596, 'final': False}"
2,12,-0.00,True,95,Oxidation State,"{'confidence': -0.00188032399406, 'final': True}"
2,20,-0.00,True,95,Oxidation State,"{'confidence': -3.8870773199999997e-05, 'final': True}"
2,26,-0.01,False,95,Oxidation State,"{'confidence': -0.0064950266927, 'final': False}"
2,30,-0.14,False,95,Oxidation state,"{'confidence': -0.1369534869988, 'final': False}"
2,31,-0.04,False,95,Oxidation State,"{'confidence': -0.03908025910734, 'final': False}"
3,6,-0.02,False,95,Oxidation State,"{'confidence': -0.018244328193920002, 'final': False}"
3,11,-0.05,False,95,Oxidation State,"{'confidence': -0.05119490400693999, 'final': False}"
3,15,-0.02,False,95,Oxidation state,"{'confidence': -0.024078358917680003, 'final': False}"
4,7,-0.08,False,95,Oxidation State,"{'confidence': -0.07590813134206, 'final': False}"
4,12,-0.08,False,95,Oxidation state,"{'confidence': -0.077811709165526, 'final': False}"
4,19,-0.00,True,95,Oxidation state,"{'confidence': -0.002631195618946, 'final': True}"
4,23,-0.02,False,95,Oxidation state,"{'confidence': -0.016260528444466002, 'final': False}"
4,23,-0.02,False,95,Oxidation state,"{'confidence': -0.016260528444466002, 'final': False}"
0,6,-0.00,False,96,Titanium,"{'confidence': -9.6806325e-08, 'final': False}"
0,11,-0.02,False,96,Manganese,"{'confidence': -0.024739017815500003, 'final': False}"
0,16,-0.01,False,96,Titanium,"{'confidence': -0.005150431343, 'final': False}"
0,20,-0.00,True,96,Titanium,"{'confidence': -3.1281632500000003e-07, 'final': True}"
1,8,-0.00,True,96,Titanium,"{'confidence': -4.06773185e-06, 'final': True}"
1,14,-0.00,True,96,Titanium,"{'confidence': -8.4923282e-07, 'final': True}"
1,19,-0.00,True,96,Titanium,"{'confidence': -1.2068437750000001e-06, 'final': True}"
1,23,-0.00,True,96,Titanium,"{'confidence': -1.206843825e-06, 'final': True}"
1,25,-0.00,True,96,Titanium,"{'confidence': -6.704273250000001e-07, 'final': True}"
2,6,-0.00,True,96,Titanium,"{'confidence': -1.802862115e-06, 'final': True}"
2,11,-0.00,True,96,Titanium,"{'confidence': -1.56408165e-07, 'final': True}"
2,16,-0.00,True,96,Titanium,"{'confidence': -6.704273250000001e-07, 'final': True}"
2,19,-0.00,True,96,Titanium,"{'confidence': -3.1281632500000003e-07, 'final': True}"
3,5,-0.00,True,96,Titanium,"{'confidence': -2.75611825e-07, 'final': True}"
3,11,-0.00,True,96,Titanium,"{'confidence': -1.56408165e-07, 'final': True}"
4,7,-0.00,True,96,Titanium,"{'confidence': -3.3521365e-07, 'final': True}"
4,12,-0.00,True,96,Titanium,"{'confidence': -2.1232685e-06, 'final': True}"
4,16,-0.00,True,96,Titanium,"{'confidence': -2.5321449e-07, 'final': True}"
4,16,-0.00,True,96,Titanium,"{'confidence': -2.5321449e-07, 'final': True}"
0,7,-0.31,False,97,Adjective,"{'confidence': -0.30752049805, 'final': False}"
0,14,-0.20,False,97,Ice types,"{'confidence': -0.20066694000000002, 'final': False}"
0,21,-0.27,False,97,Hard water (ice),"{'confidence': -0.273808906088, 'final': False}"
0,26,-0.04,False,97,Amorphous ice,"{'confidence': -0.041996519662325, 'final': False}"
1,6,-0.24,False,97,Ionic,"{'confidence': -0.24327739, 'final': False}"
1,12,-0.00,True,97,Ionic,"{'confidence': -0.00059508963, 'final': True}"
1,17,-0.00,True,97,Ionic,"{'confidence': -5.9153886e-06, 'final': True}"
1,25,-0.00,True,97,Ionic,"{'confidence': -4.604148e-06, 'final': True}"
1,28,-0.00,True,97,Ionic,"{'confidence': -6.1537958e-06, 'final': True}"
2,7,-0.00,True,97,Ionic,"{'confidence': -4.1273333e-06, 'final': True}"
2,12,-0.00,True,97,Ionic,"{'confidence': -7.822647e-06, 'final': True}"
2,20,-0.00,True,97,Ionic,"{'confidence': -5.4385737e-06, 'final': True}"
2,24,-0.00,True,97,Ionic,"{'confidence': -3.888926e-06, 'final': True}"
3,7,-0.00,True,97,Ionic,"{'confidence': -2.9352968e-06, 'final': True}"
3,12,-0.00,True,97,Ionic,"{'confidence': -6.6306106e-06, 'final': True}"
3,17,-0.00,True,97,Ionic,"{'confidence': -4.1273333e-06, 'final': True}"
3,22,-0.00,True,97,Ionic,"{'confidence': -9.253091e-06, 'final': True}"
3,23,-0.00,True,97,Ionic,"{'confidence': -3.1737043e-06, 'final': True}"
3,23,-0.00,True,97,Ionic,"{'confidence': -3.1737043e-06, 'final': True}"
0,6,-0.00,False,98,Nuclear magnetic resonance spectroscopy,"{'confidence': -0.004649706927166666, 'final': False}"
0,12,-0.01,False,98,Raman spectroscopy,"{'confidence': -0.012629130187050001, 'final': False}"
0,18,-0.15,False,98,Infrared spectroscopy,"{'confidence': -0.15179719679787498, 'final': False}"
0,21,-0.00,False,98,Infrared spectroscopy,"{'confidence': -0.0030077663778749998, 'final': False}"
1,7,-0.11,False,98,Infrared spectroscopy,"{'confidence': -0.109039032533325, 'final': False}"
1,13,-0.04,False,98,Infrared spectroscopy,"{'confidence': -0.039133704643425, 'final': False}"
1,17,-0.04,False,98,Raman spectroscopy,"{'confidence': -0.0371551401715, 'final': False}"
2,6,-0.00,True,98,Infrared spectroscopy,"{'confidence': -0.002684557183, 'final': True}"
2,13,-0.00,True,98,Infrared spectroscopy,"{'confidence': -0.0004891481285, 'final': True}"
2,16,-0.00,True,98,Infrared spectroscopy,"{'confidence': -0.00048106793066250003, 'final': True}"
3,6,-0.00,True,98,Infrared spectroscopy,"{'confidence': -0.0003255043424125, 'final': True}"
3,12,-0.00,True,98,Infrared spectroscopy,"{'confidence': -1.910979075e-05, 'final': True}"
3,18,-0.00,True,98,Infrared spectroscopy,"{'confidence': -2.9767318750000002e-05, 'final': True}"
3,22,-0.00,True,98,Infrared Spectroscopy,"{'confidence': -0.00021836652913999997, 'final': True}"
4,7,-0.00,True,98,Infrared spectroscopy,"{'confidence': -0.00029881345000000003, 'final': True}"
4,12,-0.00,True,98,Infrared spectroscopy,"{'confidence': -0.00015656334175, 'final': True}"
4,18,-0.00,True,98,Infrared spectroscopy,"{'confidence': -8.536757774999999e-05, 'final': True}"
4,24,-0.00,True,98,Infrared spectroscopy,"{'confidence': -5.9444445074999996e-05, 'final': True}"
4,25,-0.00,True,98,Infrared spectroscopy,"{'confidence': -8.1073493e-05, 'final': True}"
4,25,-0.00,True,98,Infrared spectroscopy,"{'confidence': -8.1073493e-05, 'final': True}"
0,5,-0.12,False,99,La description du corps humain,"{'confidence': -0.12383364733999665, 'final': False}"
1,7,-0.00,True,99,Graphene,"{'confidence': -4.84255585e-06, 'final': True}"
1,13,-0.05,False,99,Sodium,"{'confidence': -0.0549426525, 'final': False}"
1,15,-0.00,True,99,Sodium,"{'confidence': -0.001992814408165, 'final': True}"
2,7,-0.01,False,99,Sodium-benzophenone ketyl,"{'confidence': -0.0053902716300888885, 'final': False}"
2,12,-0.03,False,99,Grignard reaction,"{'confidence': -0.0256725549031625, 'final': False}"
2,18,-0.10,False,99,Grignard reaction,"{'confidence': -0.10353311645408249, 'final': False}"
2,21,-0.05,False,99,Grignard reaction,"{'confidence': -0.0536238487040825, 'final': False}"
3,6,-0.23,False,99,Distillation,"{'confidence': -0.23291702765000002, 'final': False}"
3,10,-0.00,False,99,Drying of solvents,"{'confidence': -0.00315395550014, 'final': False}"
3,15,-0.07,False,99,Drying of solvents,"{'confidence': -0.06923837105278, 'final': False}"
3,16,-0.02,False,99,Drying of solvents,"{'confidence': -0.020021803085200005, 'final': False}"
4,6,-0.08,False,99,Drying (chemistry),"{'confidence': -0.08115045656646, 'final': False}"
4,12,-0.01,False,99,Drying of solvents,"{'confidence': -0.00654842304006, 'final': False}"
4,13,-0.00,True,99,Drying of solvents,"{'confidence': -0.0018186877198600002, 'final': True}"
5,5,-0.04,False,99,Drying of solvents,"{'confidence': -0.03771070911006, 'final': False}"
5,10,-0.09,False,99,Drying (chemical),"{'confidence': -0.0860305519092, 'final': False}"
5,12,-0.04,False,99,Drying (chemistry),"{'confidence': -0.035042811673399996, 'final': False}"
6,7,-0.04,False,99,Drying (chemistry),"{'confidence': -0.03521374611044, 'final': False}"
6,13,-0.07,False,99,Drying (chemistry),"{'confidence': -0.06506650948572, 'final': False}"
6,18,-0.02,False,99,Drying (chemistry),"{'confidence': -0.020770855744799997, 'final': False}"
6,18,-0.02,False,99,Drying (chemistry),"{'confidence': -0.020770855744799997, 'final': False}"
0,7,-0.01,False,100,Inertial forces,"{'confidence': -0.006168141322400001, 'final': False}"
0,12,-0.17,False,100,Reynolds number,"{'confidence': -0.16804231505626252, 'final': False}"
0,18,-0.22,False,100,Natural convection,"{'confidence': -0.2247863239078833, 'final': False}"
0,22,-0.00,False,100,Grashof number,"{'confidence': -0.003937446919825, 'final': False}"
1,7,-0.01,False,100,Grashof number,"{'confidence': -0.008338596465075, 'final': False}"
1,12,-0.05,False,100,Grashof number,"{'confidence': -0.04852374608625, 'final': False}"
1,19,-0.10,False,100,Gravitational force,"{'confidence': -0.09528966207499999, 'final': False}"
1,21,-0.06,False,100,Buoyancy,"{'confidence': -0.06475789793666667, 'final': False}"
2,7,-0.00,True,100,Gravity,"{'confidence': -0.00049953593, 'final': True}"
2,13,-0.02,False,100,Gravity,"{'confidence': -0.020133523, 'final': False}"
2,17,-0.24,False,100,Gravity,"{'confidence': -0.23637752, 'final': False}"
3,7,-0.10,False,100,Pressure,"{'confidence': -0.097239174, 'final': False}"
3,9,-0.00,True,100,Buoyancy,"{'confidence': -0.00038720175220000004, 'final': True}"
4,8,-0.00,True,100,Buoyancy,"{'confidence': -0.00038667274909666666, 'final': True}"
4,13,-0.00,True,100,Buoyancy,"{'confidence': -4.388931e-05, 'final': True}"
4,15,-0.00,True,100,Buoyancy,"{'confidence': -4.587603333333333e-05, 'final': True}"
5,7,-0.00,True,100,Buoyancy,"{'confidence': -5.982163666666667e-05, 'final': True}"
5,13,-0.00,True,100,Buoyancy,"{'confidence': -2.2102035333333333e-06, 'final': True}"
5,15,-0.00,True,100,Buoyancy,"{'confidence': -1.4400666666666668e-07, 'final': True}"
5,15,-0.00,True,100,Buoyancy,"{'confidence': -1.4400666666666668e-07, 'final': True}"
0,6,-0.00,False,101,Eurovision Song Contest 2015,"{'confidence': -0.00011812870994285712, 'final': False}"
0,11,-0.00,True,101,Eurovision Song Contest 2015,"{'confidence': -8.260406295e-05, 'final': True}"
0,14,-0.00,True,101,Eurovision Song Contest 2015,"{'confidence': -0.00013182942958, 'final': True}"
1,6,-0.20,False,101,Esperanto,"{'confidence': -0.20040268373333334, 'final': False}"
1,13,-0.26,False,101,Brainfuck,"{'confidence': -0.26329103866665, 'final': False}"
1,16,-0.00,True,101,OCaml,"{'confidence': -0.0013750756081649998, 'final': True}"
2,6,-0.00,False,101,C (programming language),"{'confidence': -0.0033747184555600004, 'final': False}"
2,11,-0.00,True,101,C (programming language),"{'confidence': -0.0017645037419299996, 'final': True}"
2,15,-0.00,True,101,C (programming language),"{'confidence': -0.0014186678658400001, 'final': True}"
2,21,-0.08,False,101,C (programming language),"{'confidence': -0.08205230478655999, 'final': False}"
3,5,-0.00,True,101,C (programming language),"{'confidence': -0.00078427177973, 'final': True}"
3,11,-0.00,True,101,C (programming language),"{'confidence': -0.00016899773779, 'final': True}"
3,18,-0.00,True,101,C (programming language),"{'confidence': -4.351222525e-05, 'final': True}"
3,20,-0.00,True,101,C (programming language),"{'confidence': -0.0009711130065399998, 'final': True}"
4,6,-0.00,True,101,C (programming language),"{'confidence': -0.00042056233973999994, 'final': True}"
4,10,-0.00,True,101,C (programming language),"{'confidence': -2.6104855900000003e-06, 'final': True}"
4,16,-0.00,True,101,C (programming language),"{'confidence': -4.42238099e-06, 'final': True}"
4,18,-0.00,True,101,C (programming language),"{'confidence': -1.566624861e-05, 'final': True}"
4,18,-0.00,True,101,C (programming language),"{'confidence': -1.566624861e-05, 'final': True}"
0,5,-0.18,False,102,Non-differentiable function,"{'confidence': -0.18047162979626002, 'final': False}"
0,11,-0.00,False,102,Continuity,"{'confidence': -0.003125991156325, 'final': False}"
0,17,-0.05,False,102,Continuity,"{'confidence': -0.054467575, 'final': False}"
0,20,-0.00,True,102,Convex function,"{'confidence': -4.28834559e-05, 'final': True}"
1,8,-0.00,True,102,Convex function,"{'confidence': -0.0013991470989333334, 'final': True}"
1,16,-0.10,False,102,Convex function,"{'confidence': -0.09929040406766666, 'final': False}"
1,23,-0.00,True,102,Convex function,"{'confidence': -0.00027277904, 'final': True}"
1,29,-0.00,True,102,Convex function,"{'confidence': -0.0014584994741666665, 'final': True}"
1,34,-0.00,True,102,Convex function,"{'confidence': -7.5197022e-06, 'final': True}"
1,37,-0.00,True,102,Convex function,"{'confidence': -8.354127766666667e-06, 'final': True}"
2,6,-0.00,True,102,Convex function,"{'confidence': -1.7184572133333334e-06, 'final': True}"
2,13,-0.00,True,102,Convex function,"{'confidence': -0.0009040000665333333, 'final': True}"
2,18,-0.00,True,102,Convex function,"{'confidence': -0.00016011078933333335, 'final': True}"
2,22,-0.00,True,102,Convex function,"{'confidence': -0.00020713572666666665, 'final': True}"
2,24,-0.00,True,102,Convex function,"{'confidence': -0.0020894169833333334, 'final': True}"
3,7,-0.05,False,102,Convex function,"{'confidence': -0.053004235139999994, 'final': False}"
3,12,-0.01,False,102,Convexity,"{'confidence': -0.01338106408, 'final': False}"
3,18,-0.14,False,102,Convexity,"{'confidence': -0.14335299941333332, 'final': False}"
3,20,-0.00,False,102,Convexity,"{'confidence': -0.0044599398739999995, 'final': False}"
3,20,-0.00,False,102,Convexity,"{'confidence': -0.0044599398739999995, 'final': False}"
0,6,-0.01,False,103,Johannes Kepler,"{'confidence': -0.013677936160000001, 'final': False}"
0,13,-0.02,False,103,Pascal (mathematician),"{'confidence': -0.022251575104585707, 'final': False}"
0,17,-0.04,False,103,Joseph-Louis Lagrange,"{'confidence': -0.03519144527674, 'final': False}"
1,6,-0.30,False,103,Markov chain,"{'confidence': -0.3038421886666666, 'final': False}"
1,11,-0.39,False,103,Markov chain,"{'confidence': -0.39390780427211, 'final': False}"
1,16,-0.00,False,103,Markov's inequality,"{'confidence': -0.0043104359424999995, 'final': False}"
2,7,-0.02,False,103,Markov chain,"{'confidence': -0.022685120666666666, 'final': False}"
2,10,-0.00,True,103,Markov chain,"{'confidence': -0.0004919316666666667, 'final': True}"
2,16,-0.00,True,103,Markov chain,"{'confidence': -0.0002483630733333333, 'final': True}"
2,21,-0.00,True,103,Markov chain,"{'confidence': -0.00021444076866666665, 'final': True}"
3,6,-0.00,True,103,Markov chain,"{'confidence': -0.0011847693000000001, 'final': True}"
3,9,-0.00,True,103,Markov chain,"{'confidence': -0.0019863880266666667, 'final': True}"
3,13,-0.00,True,103,Markov chain,"{'confidence': -0.0007818413595333334, 'final': True}"
4,5,-0.00,False,103,Markov chain,"{'confidence': -0.0040536061333333335, 'final': False}"
4,9,-0.00,True,103,Markov chain,"{'confidence': -0.0022844950913333334, 'final': True}"
4,16,-0.01,False,103,Markov chain,"{'confidence': -0.007380264938776666, 'final': False}"
4,19,-0.09,False,103,Markov chain,"{'confidence': -0.09275554466666668, 'final': False}"
4,19,-0.09,False,103,Markov chain,"{'confidence': -0.09275554466666668, 'final': False}"
