52,The hybrid impregnates pregnant women.,1,"Predator: Requiem,"" the Predator-Alien hybrid, aptly named the Predalien, makes its way to a hospital and impregnates a group of cheerleaders."
53,Vamp gets his codename not from his vampire-like abilities but from the fact that he is bisexual according to a Codec conversation.,0,The Metal Gear Solid series features many characters with particularly on the nose names related to their abilities.
53,Vamp gets his codename not from his vampire-like abilities but from the fact that he is bisexual according to a Codec conversation.,1,"There's Decoy Octopus, a master of disguise, Vamp, a Romanian assassin with seemingly supernatural abilities, Psycho Mantis, a man with psychic abilities, and The Man on Fire, a man that is on fire."
54,"The bearded nun that lives in the castle is named Sister Peace although she does belong to the Solicitine Nuns, an order of bearded nuns who worship Saint Wilgerforties.",0,"As the name implies, Linda Medley's graphic novel Castle Waiting takes place in Sleeping Beauty's formerly enchanted castle."
54,"The bearded nun that lives in the castle is named Sister Peace although she does belong to the Solicitine Nuns, an order of bearded nuns who worship Saint Wilgerforties.",1,"The inhabitants include famous literary or legendary characters like Iron Henry, the golden-egg-laying goose, plague-mask-wearing Dr."
54,"The bearded nun that lives in the castle is named Sister Peace although she does belong to the Solicitine Nuns, an order of bearded nuns who worship Saint Wilgerforties.",2,"Fell, and the bearded nun Saint Wilgefortis."
55,"The special editions were actually released in 1997 before The Phantom Menace, sort of dry run to prep people for Episode I, which would premiere in 1999.",0,"After the success of Episode 1 – The Phantom Menace, George Lucas released the special edition of the original Star Wars trilogy with a number of controversial changes,  a CG Jabba the Hutt, for example, and most notoriously, a scene in the Tatooine cantina re-edited to show that the bounty hunter Greedo shot Han Solo first."
56,"Um, actually, isn't one of the flags the Confederate flag? It's not England.",0,"Six Flags might have parks all over the country now, but it's named after its Texas roots."
56,"Um, actually, isn't one of the flags the Confederate flag? It's not England.",1,"Six Flags refers to the flags of the six nations that have governed Texas: France, Spain, England, Mexico, The Republic of Texas, and the United States of America."
57,"Um, actually, the Mark Wahlberg film ends with him crash-landing in Washington, D.C., and the statue of Abraham Lincoln has been updated to reflect the Tim Roth character in that movie ostensibly making it Ape-braham Lincoln.",0,"The original Planet of the Apes ends with a wild twist: A shot of the ruined Statue of Liberty, showing what we believe is an alien world is, in fact, Earth."
57,"Um, actually, the Mark Wahlberg film ends with him crash-landing in Washington, D.C., and the statue of Abraham Lincoln has been updated to reflect the Tim Roth character in that movie ostensibly making it Ape-braham Lincoln.",1,"Tim Burton's 2001 remake updates this twist by making the planet an alien world but when Mark Wahlberg returns to Earth, he finds that the Statue of Liberty is an ape."
